LINHA;STATUS;NÚMERO PEDIDO;PEDIDO VINCULADO;ORIGEM;LOGIN OPERADORA;CLIENTE;CNPJ;Cidade;Estado;DDD;USUÁRIO PROPRIETÁRIO;USUÁRIO TAGS;USUÁRIO ADM;CONSULTOR ;EQUIPE;ETAPA;DATA CADASTRO;DATA ATUALIZAÇÃO;SOLICITAÇÃO;NEGOCIAÇÃO;NOTAS FISCAIS;REVISÃO;ITEM;TELEFONE;ETAPA ITEM;PORTABILIDADE;PRODUTO;Valor;Quantidade;Data Referencia;Origem;Data InstalaÃ§Ã£o;PerÃ­odo;Cidade InstalaÃ§Ã£o;Estado InstalaÃ§Ã£o;Rpon;InstÃ¢ncia;Tags
Móvel - Migração PP;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PP;BASE;OV: /NF:;;;37999998436;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61996749647;Concluído;;SMCRPMASS40GB;81,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61982092068;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração PP;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PP;BASE;OV: /NF:;;;61996196107;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61983831511;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999848304;Concluído;;SMCRPMASS20GB;61,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;NOVO;BASE;OV: /NF:;;;61999590468;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel Altas - Totais;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;NOVO;BASE;OV: /NF:;;;61999590468;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999736690;Concluído;;SMCRPMASS12GB;49,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795259078;;42511493;DFP4059-001;TRANSPORTADORA SILVA COUTO LTDA;1,83E+12;BRASILIA;DF;61;Deivid Alves Rodrigues;;;ANA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61981165050;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62998510578;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62999579008;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62998460789;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PP;BASE;OV: /NF:;;;62999452296;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62996828668;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62999883564;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62999686834;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62996755068;Concluído;;SMCRPMASS50GB;105,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62994979280;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PP;BASE;OV: /NF:;;;62999346377;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;62999777250;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-870795681875;;42510669;DFP4059-001;BETUMAX DISTRIBUIDORA DE ASFALTOS LTDA;3,54E+13;SENADOR CANEDO;GO;62;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PP;BASE;OV: /NF:;;;62999472296;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870796719064;;42509409;DFP4059-001;BCX COMERCIO ATACADISTA DE PECAS AUTOMOTIVAS LTDA;1,55E+13;BRASILIA;DF;61;Vanessa Oliveira de Queiroz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61999145565;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999414383;Concluído;;SMCRPMASS3GB;34,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61996380241;Concluído;;SMCRPMASS50GB;105,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999414385;Concluído;;SMCRPMASS3GB;34,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999729902;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999853145;Concluído;;SMCRPMASS3GB;34,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870797308612;;39096574;DFP4059-001;DROGARIA E FARMACIA LUZIANIA LTDA;2,77E+12;LUZIANIA;GO;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999842933;Concluído;;SMCRPMASS1GB;29,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870799950436;;42504514;DFP4059-001;RONEIMAR GOMES LEONEL 87400804120;1,99E+13;CATALAO;GO;64;Ricardo Lorran Freire Santos;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;NOVO;OV: /NF:;;;64999527788;Concluído;;SMCRPMASS10GB;44,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870799950436;;42504514;DFP4059-001;RONEIMAR GOMES LEONEL 87400804120;1,99E+13;CATALAO;GO;64;Ricardo Lorran Freire Santos;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;NOVO;OV: /NF:;;;64996427128;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870903998989;;42511187;DFP4059-001;ALHESCO ALIMENTOS LTDA;2,18E+13;NEROPOLIS;GO;62;ANA CLARA ALCANTARA ALVES;;;ANA CLARA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62996255770;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870903998989;;42511187;DFP4059-001;ALHESCO ALIMENTOS LTDA;2,18E+13;NEROPOLIS;GO;62;ANA CLARA ALCANTARA ALVES;;;ANA CLARA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62999156087;Concluído;;SMCRPMASS12GB;49,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870903998989;;42511187;DFP4059-001;ALHESCO ALIMENTOS LTDA;2,18E+13;NEROPOLIS;GO;62;ANA CLARA ALCANTARA ALVES;;;ANA CLARA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;NOVO;OV: /NF:;;;62984239320;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870721960119;;42505507;DFP4059-001;BASILIO BITENCOURT CONSTRUTORA LTDA;3,58E+13;BRASILIA;DF;61;PEDRO LUCAS BARBOSA DA SILVA;#POSVENDAS;;PEDRO LUCAS;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61982112797;Concluído;;SMCRPMASS80GB;110,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870721960119;;42505507;DFP4059-001;BASILIO BITENCOURT CONSTRUTORA LTDA;3,58E+13;BRASILIA;DF;61;PEDRO LUCAS BARBOSA DA SILVA;#POSVENDAS;;PEDRO LUCAS;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61996018236;Concluído;;SMCRPMASS3GB;34,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870721960119;;42505507;DFP4059-001;BASILIO BITENCOURT CONSTRUTORA LTDA;3,58E+13;BRASILIA;DF;61;PEDRO LUCAS BARBOSA DA SILVA;#POSVENDAS;;PEDRO LUCAS;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61991182787;Concluído;;SMCRPMASS6GB;41,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870722479570;;42505866;DFP4059-001;NEFESH SERVICOS MEDICOS E ADMINISTRACAO DE BENS PROPRIOS LTDA;3,83E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999555259;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
TI;Executados;1-870722479570;;42505866;DFP4059-001;NEFESH SERVICOS MEDICOS E ADMINISTRACAO DE BENS PROPRIOS LTDA;3,83E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999555259;Concluído;;CloudCo;0;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870722479570;;42505866;DFP4059-001;NEFESH SERVICOS MEDICOS E ADMINISTRACAO DE BENS PROPRIOS LTDA;3,83E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;61992671271;Concluído;;SMCRPMASS10GB;44,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870722479570;;42505866;DFP4059-001;NEFESH SERVICOS MEDICOS E ADMINISTRACAO DE BENS PROPRIOS LTDA;3,83E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:39;MIGRACAO PADRAO;BASE;OV: /NF:;;;61993013658;Concluído;;SMCRPMASS10GB;44,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Trocas;Executados;1-870889887859;;42496942;DFP4059-001;FERREIRA MATOS COMERCIO E SERVICO DE TECIDOS LTDA;3,04E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:40;TROCA;BASE;OV: 1030198033/NF:2360144;;;61992271420;Concluído;;DGAP21273000_APPLE IPHONE 15 PRO MAX 256GB TN;10929;1;04/01/2024;VIVO-CORP;;;;;;;#TROCA
Móvel - Migração;Executados;1-870703541254;;42501104;DFP4059-001;MONTEIRO & MURAKAMI EIRELI;2,33E+13;BRASILIA;DF;61;Ludimila Souza Paz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999443308;Concluído;;SMCRPMASS15GB;56,99;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870703541254;;42501104;DFP4059-001;MONTEIRO & MURAKAMI EIRELI;2,33E+13;BRASILIA;DF;61;Ludimila Souza Paz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999294977;Concluído;;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870706748378;;42499978;DFP4059-001;GOMIDE ADVOGADOS ASSOCIADOS;1,96E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999732006;Concluído;;SMCRPMASS10GB;79,89;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870706748378;;42499978;DFP4059-001;GOMIDE ADVOGADOS ASSOCIADOS;1,96E+13;BRASILIA;DF;61;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61999732016;Concluído;;SMCRPMASS10GB;79,89;1;03/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Movel Altas - Portabilidade;Executados;1-870789447583;;42509813;DFP4059-001;DAGMA PRESTACAO DE SERVICO LTDA;5,03E+13;BRASILIA;DF;61;LUCAS DE JESUS ALVES GUALBERTO;;;LUCAS DE JESUS;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:40;PORTADO;NOVO;OV: 1030191396/NF:2359096;;;61999484031;Concluído;29/01/2024;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-870789447583;;42509813;DFP4059-001;DAGMA PRESTACAO DE SERVICO LTDA;5,03E+13;BRASILIA;DF;61;LUCAS DE JESUS ALVES GUALBERTO;;;LUCAS DE JESUS;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:40;PORTADO;NOVO;OV: 1030191396/NF:2359096;;;61999484031;Concluído;29/01/2024;SMCRPMASS100GB;115,49;1;03/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Portabilidade;Executados;1-B43GTQV3;;42508539;DFP4059-001;ANGIOLAGO SERVICOS MEDICOS LTDA;4,73E+13;BRASILIA;DF;61;GABRIEL DE JESUS SOUSA;#interno;;GABRIEL;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;PORTADO;BASE;OV: 1030201170/NF:2360272;;;61999274710;Concluído;29/01/2024;SMCRPMASS6GB;41,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-B43GTQV3;;42508539;DFP4059-001;ANGIOLAGO SERVICOS MEDICOS LTDA;4,73E+13;BRASILIA;DF;61;GABRIEL DE JESUS SOUSA;#interno;;GABRIEL;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:41;PORTADO;BASE;OV: 1030201170/NF:2360272;;;61999274710;Concluído;29/01/2024;SMCRPMASS6GB;41,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61986383865;Concluído;;SMCRPMASS60GB;108,49;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61996322940;Concluído;;SMCRPMASS1GB;29,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61983807414;Concluído;;SMCRPMASS1GB;29,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61991296111;Concluído;;SMCRPMASS1GB;29,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61995617288;Concluído;;SMCRPMASS1GB;29,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-B43JCSAV;;42511532;DFP4059-001;GAMER STAR ATACADO E VEREJO DE INFORMATICA E ELETRONICOS LTDA;5,41E+12;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;PAULO CESAR;;Logistica concluÃ­da (VIVO-CORP);03/01/2024;30/01/2024 13:42;MIGRACAO PADRAO;BASE;OV: /NF:;;;61991169478;Concluído;;SMCRPMASS1GB;29,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
